example_id,session_index,attempts,orig_input,orig_output,orig_total,no_reason_input,no_reason_output,no_reason_total,output_only_no_reason_input,output_only_no_reason_output,output_only_no_reason_total,reasoning_output_delta,reasoning_verifier_input_delta,reasoning_generation_input_delta,stored_full,stored_no_reason,implicit_only
dev_0195,8,1,6626,169,6795,6461,89,6550,6626,89,6715,80,80,85,110,30,22
dev_0195,9,1,7066,175,7241,6897,86,6983,7066,86,7152,89,89,80,122,33,25
dev_0199,1,1,1003,108,1111,930,35,965,1003,35,1038,73,73,0,98,25,17
dev_0199,2,1,1771,171,1942,1596,69,1665,1771,69,1840,102,102,73,133,31,23
dev_0199,3,1,2360,152,2512,2174,68,2242,2360,68,2428,84,84,102,113,29,21
dev_0199,4,1,2754,160,2914,2590,80,2670,2754,80,2834,80,80,84,117,37,29
dev_0199,5,1,3617,189,3806,3425,77,3502,3617,77,3694,112,112,80,146,34,26
dev_0199,6,1,4362,182,4544,4140,72,4212,4362,72,4434,110,110,112,144,34,26
dev_0199,7,1,4994,179,5173,4789,84,4873,4994,84,5078,95,95,110,130,35,27
dev_0199,8,1,5561,166,5727,5381,81,5462,5561,81,5642,85,85,95,119,34,26
dev_0203,1,1,1654,154,1808,1593,93,1686,1654,93,1747,61,61,0,89,28,20
dev_0203,2,1,2413,164,2577,2264,76,2340,2413,76,2489,88,88,61,116,28,20
dev_0203,3,1,3309,184,3493,3121,84,3205,3309,84,3393,100,100,88,135,35,27
dev_0203,4,1,4020,199,4219,3819,98,3917,4020,98,4118,101,101,100,143,42,34
dev_0203,5,1,4869,218,5087,4662,112,4774,4869,112,4981,106,106,101,148,42,34
dev_0203,6,1,5581,192,5773,5372,89,5461,5581,89,5670,103,103,106,145,42,34
dev_0202,1,1,1366,152,1518,1301,87,1388,1366,87,1453,65,65,0,91,26,18
dev_0202,2,1,2792,189,2981,2639,101,2740,2792,101,2893,88,88,65,127,39,31
dev_0202,3,1,3444,178,3622,3281,103,3384,3444,103,3547,75,75,88,107,32,24
dev_0202,4,1,4379,167,4546,4222,85,4307,4379,85,4464,82,82,75,114,32,24
dev_0202,5,1,4794,149,4943,4627,64,4691,4794,64,4858,85,85,82,116,31,23
dev_0202,6,1,5344,132,5476,5170,43,5213,5344,43,5387,89,89,85,122,33,25
dev_0202,7,1,6583,189,6772,6392,87,6479,6583,87,6670,102,102,89,135,33,25
dev_0206,1,1,1362,179,1541,1268,85,1353,1362,85,1447,94,94,0,127,33,25
dev_0206,2,1,2254,168,2422,2073,81,2154,2254,81,2335,87,87,94,123,36,28
dev_0206,3,1,3175,171,3346,2996,79,3075,3175,79,3254,92,92,87,126,34,26
dev_0206,4,1,3901,173,4074,3718,82,3800,3901,82,3983,91,91,92,125,34,26
dev_0206,5,1,5029,177,5206,4844,83,4927,5029,83,5112,94,94,91,128,34,26
dev_0206,6,1,5464,173,5637,5283,86,5369,5464,86,5550,87,87,94,130,43,35
dev_0200,1,1,1219,186,1405,1123,90,1213,1219,90,1309,96,96,0,132,36,28
dev_0200,2,1,1548,136,1684,1373,57,1430,1548,57,1605,79,79,96,126,47,39
dev_0200,3,1,2344,168,2512,2183,86,2269,2344,86,2430,82,82,79,112,30,22
dev_0200,4,1,2815,153,2968,2645,65,2710,2815,65,2880,88,88,82,115,27,19
dev_0200,5,1,3211,150,3361,3043,70,3113,3211,70,3281,80,80,88,110,30,22
dev_0200,6,1,3775,160,3935,3612,77,3689,3775,77,3852,83,83,80,117,34,26
dev_0200,7,1,4727,181,4908,4553,90,4643,4727,90,4817,91,91,83,126,35,27
dev_0200,8,1,5429,174,5603,5247,83,5330,5429,83,5512,91,91,91,123,32,24
dev_0204,1,1,1265,116,1381,1195,46,1241,1265,46,1311,70,70,0,106,36,28
dev_0204,2,1,2129,185,2314,1969,95,2064,2129,95,2224,90,90,70,121,31,23
dev_0204,3,1,2410,137,2547,2223,40,2263,2410,40,2450,97,97,90,127,30,22
dev_0204,4,1,2561,134,2695,2375,45,2420,2561,45,2606,89,89,97,124,35,27
dev_0204,5,1,3737,189,3926,3547,88,3635,3737,88,3825,101,101,89,145,44,36
dev_0204,6,1,4160,170,4330,3970,81,4051,4160,81,4241,89,89,101,125,36,28
dev_0204,7,1,4828,174,5002,4649,84,4733,4828,84,4912,90,90,89,129,39,31
dev_0204,8,1,5525,190,5715,5334,89,5423,5525,89,5614,101,101,90,140,39,31
dev_0205,1,1,1408,109,1517,1343,44,1387,1408,44,1452,65,65,0,99,34,26
dev_0205,2,1,2260,170,2430,2106,81,2187,2260,81,2341,89,89,65,119,30,22
dev_0205,3,1,3088,154,3242,2920,75,2995,3088,75,3163,79,79,89,113,34,26
dev_0205,4,1,3450,119,3569,3292,40,3332,3450,40,3490,79,79,79,109,30,22
dev_0205,5,1,4089,168,4257,3925,83,4008,4089,83,4172,85,85,79,112,27,19
dev_0205,6,1,4989,129,5118,4819,44,4863,4989,44,5033,85,85,85,119,34,26
dev_0205,7,1,5502,119,5621,5342,44,5386,5502,44,5546,75,75,85,109,34,26
dev_0205,8,1,6475,142,6617,6304,46,6350,6475,46,6521,96,96,75,132,36,28
dev_0205,9,1,7773,164,7937,7593,80,7673,7773,80,7853,84,84,96,119,35,27
dev_0205,10,1,8497,160,8657,8332,79,8411,8497,79,8576,81,81,84,116,35,27
dev_0211,1,1,1347,136,1483,1253,42,1295,1347,42,1389,94,94,0,126,32,24
dev_0211,2,1,2098,112,2210,1926,34,1960,2098,34,2132,78,78,94,102,24,16
dev_0211,3,1,3057,161,3218,2896,78,2974,3057,78,3135,83,83,78,115,32,24
dev_0211,4,1,3388,164,3552,3223,82,3305,3388,82,3470,82,82,83,119,37,29
dev_0211,5,1,4343,156,4499,4145,40,4185,4343,40,4383,116,116,82,146,30,22
dev_0211,6,1,5489,178,5667,5277,82,5359,5489,82,5571,96,96,116,131,35,27
dev_0211,7,1,6754,180,6934,6560,82,6642,6754,82,6836,98,98,96,133,35,27
dev_0211,8,1,7631,194,7825,7431,92,7523,7631,92,7723,102,102,98,142,40,32
dev_0213,1,1,1468,192,1660,1374,98,1472,1468,98,1566,94,94,0,135,41,33
dev_0213,2,1,2101,174,2275,1917,84,2001,2101,84,2185,90,90,94,120,30,22
dev_0213,3,1,3054,162,3216,2888,86,2974,3054,86,3140,76,76,90,112,36,28
dev_0213,4,1,3686,161,3847,3532,83,3615,3686,83,3769,78,78,76,114,36,28
dev_0213,5,1,4303,167,4470,4146,88,4234,4303,88,4391,79,79,78,111,32,24
dev_0213,6,1,4802,170,4972,4638,85,4723,4802,85,4887,85,85,79,117,32,24
dev_0213,7,1,5248,180,5428,5078,95,5173,5248,95,5343,85,85,85,129,44,36
dev_0215,1,1,1728,177,1905,1600,49,1649,1728,49,1777,128,128,0,167,39,31
dev_0215,2,1,2764,165,2929,2524,53,2577,2764,53,2817,112,112,128,155,43,35
dev_0215,3,1,3505,217,3722,3266,90,3356,3505,90,3595,127,127,112,176,49,41
dev_0215,4,1,4159,186,4345,3939,93,4032,4159,93,4252,93,93,127,131,38,30
dev_0215,5,1,4337,184,4521,4151,91,4242,4337,91,4428,93,93,93,132,39,31
dev_0215,6,1,4958,190,5148,4757,82,4839,4958,82,5040,108,108,93,148,40,32
dev_0214,1,1,1265,145,1410,1198,78,1276,1265,78,1343,67,67,0,94,27,19
dev_0214,2,1,2116,170,2286,1961,82,2043,2116,82,2198,88,88,67,118,30,22
dev_0214,3,1,2969,184,3153,2792,95,2887,2969,95,3064,89,89,88,121,32,24
dev_0214,4,1,3867,179,4046,3684,85,3769,3867,85,3952,94,94,89,126,32,24
dev_0214,5,1,4485,174,4659,4308,91,4399,4485,91,4576,83,83,94,117,34,26
dev_0214,6,1,5438,159,5597,5279,83,5362,5438,83,5521,76,76,83,107,31,23
dev_0214,7,1,6134,182,6316,5977,101,6078,6134,101,6235,81,81,76,111,30,22
dev_0207,1,1,1428,143,1571,1325,40,1365,1428,40,1468,103,103,0,133,30,22
dev_0207,2,1,2472,193,2665,2273,97,2370,2472,97,2569,96,96,103,123,27,19
dev_0207,3,1,2968,192,3160,2768,88,2856,2968,88,3056,104,104,96,145,41,33
dev_0207,4,1,3833,172,4005,3640,83,3723,3833,83,3916,89,89,104,134,45,37
dev_0207,5,1,4268,230,4498,4043,94,4137,4268,94,4362,136,136,89,170,34,26
dev_0207,6,1,4995,173,5168,4780,94,4874,4995,94,5089,79,79,136,115,36,28
dev_0207,7,1,5730,187,5917,5565,101,5666,5730,101,5831,86,86,79,123,37,29
dev_0207,8,1,6414,201,6615,6232,105,6337,6414,105,6519,96,96,86,133,37,29
dev_0201,1,1,1624,182,1806,1538,96,1634,1624,96,1720,86,86,0,107,21,13
dev_0201,2,1,2228,156,2384,2059,73,2132,2228,73,2301,83,83,86,107,24,16
dev_0201,3,1,3464,183,3647,3283,85,3368,3464,85,3549,98,98,83,135,37,29
dev_0201,4,1,4057,179,4236,3865,85,3950,4057,85,4142,94,94,98,130,36,28
dev_0201,5,1,4326,177,4503,4132,77,4209,4326,77,4403,100,100,94,130,30,22
dev_0201,6,1,4950,157,5107,4759,66,4825,4950,66,5016,91,91,100,122,31,23
dev_0201,7,1,5330,166,5496,5161,88,5249,5330,88,5418,78,78,91,108,30,22
dev_0201,8,1,6165,162,6327,6000,75,6075,6165,75,6240,87,87,78,119,32,24
dev_0201,9,1,7285,204,7489,7082,88,7170,7285,88,7373,116,116,87,156,40,32
dev_0201,10,1,8702,205,8907,8485,104,8589,8702,104,8806,101,101,116,140,39,31
dev_0216,1,1,1503,142,1645,1406,45,1451,1503,45,1548,97,97,0,132,35,27
dev_0216,2,1,1971,201,2172,1767,94,1861,1971,94,2065,107,107,97,139,32,24
dev_0216,3,1,2447,176,2623,2240,76,2316,2447,76,2523,100,100,107,134,34,26
dev_0216,4,1,2907,181,3088,2706,80,2786,2907,80,2987,101,101,100,137,36,28
dev_0216,5,1,3308,196,3504,3105,94,3199,3308,94,3402,102,102,101,139,37,29
dev_0216,6,1,4143,138,4281,3949,46,3995,4143,46,4189,92,92,102,128,36,28
dev_0216,7,1,4784,184,4968,4609,101,4710,4784,101,4885,83,83,92,122,39,31
dev_0212,1,1,1093,122,1215,1009,38,1047,1093,38,1131,84,84,0,112,28,20
dev_0212,2,1,1931,133,2064,1756,42,1798,1931,42,1973,91,91,84,123,32,24
dev_0212,3,1,2572,133,2705,2391,43,2434,2572,43,2615,90,90,91,123,33,25
dev_0212,4,1,2975,167,3142,2788,70,2858,2975,70,3045,97,97,90,124,27,19
dev_0212,5,1,3838,165,4003,3661,85,3746,3838,85,3923,80,80,97,108,28,20
dev_0212,6,1,4300,134,4434,4125,39,4164,4300,39,4339,95,95,80,124,29,21
dev_0212,7,1,4972,169,5141,4790,82,4872,4972,82,5054,87,87,95,116,29,21
dev_0212,8,1,5934,138,6072,5748,39,5787,5934,39,5973,99,99,87,128,29,21
dev_0212,9,1,6244,176,6420,6056,87,6143,6244,87,6331,89,89,99,122,33,25
dev_0212,10,1,7252,146,7398,7068,51,7119,7252,51,7303,95,95,89,136,41,33
dev_0210,1,1,1494,143,1637,1416,65,1481,1494,65,1559,78,78,0,103,25,17
dev_0210,2,1,2490,170,2660,2318,76,2394,2490,76,2566,94,94,78,125,31,23
dev_0210,3,1,2921,184,3105,2725,82,2807,2921,82,3003,102,102,94,136,34,26
dev_0210,4,1,4477,180,4657,4286,91,4377,4477,91,4568,89,89,102,123,34,26
dev_0210,5,1,5030,194,5224,4840,93,4933,5030,93,5123,101,101,89,135,34,26
dev_0210,6,1,5378,191,5569,5182,96,5278,5378,96,5474,95,95,101,129,34,26
dev_0210,7,1,5822,182,6004,5632,87,5719,5822,87,5909,95,95,95,129,34,26
dev_0210,8,1,6759,215,6974,6550,101,6651,6759,101,6860,114,114,95,148,34,26
dev_0210,9,1,7774,181,7955,7563,84,7647,7774,84,7858,97,97,114,134,37,29
dev_0222,1,1,1198,170,1368,1114,86,1200,1198,86,1284,84,84,0,113,29,21
dev_0222,2,1,2056,103,2159,1907,38,1945,2056,38,2094,65,65,84,93,28,20
dev_0222,3,1,3125,162,3287,2980,82,3062,3125,82,3207,80,80,65,110,30,22
dev_0222,4,1,3998,172,4170,3828,82,3910,3998,82,4080,90,90,80,124,34,26
dev_0222,5,1,4285,182,4467,4091,78,4169,4285,78,4363,104,104,90,135,31,23
dev_0224,1,1,1034,105,1139,965,36,1001,1034,36,1070,69,69,0,95,26,18
dev_0224,2,1,2118,161,2279,1973,85,2058,2118,85,2203,76,76,69,107,31,23
dev_0224,3,1,3101,172,3273,2931,78,3009,3101,78,3179,94,94,76,126,32,24
dev_0224,4,1,4207,175,4382,4018,80,4098,4207,80,4287,95,95,94,125,30,22
dev_0224,5,1,5485,218,5703,5269,97,5366,5485,97,5582,121,121,95,162,41,33
dev_0218,1,1,1420,147,1567,1341,68,1409,1420,68,1488,79,79,0,107,28,20
dev_0218,2,1,2359,168,2527,2198,86,2284,2359,86,2445,82,82,79,110,28,20
dev_0218,3,1,3537,186,3723,3362,93,3455,3537,93,3630,93,93,82,129,36,28
dev_0218,4,1,4338,192,4530,4136,83,4219,4338,83,4421,109,109,93,151,42,34
dev_0218,5,1,4872,178,5050,4669,84,4753,4872,84,4956,94,94,109,133,39,31
dev_0218,6,1,6050,179,6229,5867,90,5957,6050,90,6140,89,89,94,127,38,30
dev_0218,7,1,6738,185,6923,6563,99,6662,6738,99,6837,86,86,89,131,45,37
dev_0218,8,1,7355,187,7542,7172,90,7262,7355,90,7445,97,97,86,132,35,27
dev_0228,1,1,746,111,857,671,36,707,746,36,782,75,75,0,101,26,18
dev_0228,2,1,1106,113,1219,963,45,1008,1106,45,1151,68,68,75,103,35,27
dev_0228,3,1,2291,170,2461,2141,88,2229,2291,88,2379,82,82,68,120,38,30
dev_0228,4,1,2912,181,3093,2743,94,2837,2912,94,3006,87,87,82,126,39,31
dev_0228,5,1,3078,167,3245,2907,83,2990,3078,83,3161,84,84,87,124,40,32
dev_0217,1,1,1038,127,1165,950,39,989,1038,39,1077,88,88,0,117,29,21
dev_0217,2,1,1378,193,1571,1196,99,1295,1378,99,1477,94,94,88,123,29,21
dev_0217,3,1,2302,187,2489,2109,88,2197,2302,88,2390,99,99,94,133,34,26
dev_0217,4,1,2816,137,2953,2628,48,2676,2816,48,2864,89,89,99,127,38,30
dev_0217,5,1,3366,172,3538,3184,79,3263,3366,79,3445,93,93,89,131,38,30
dev_0217,6,1,4461,170,4631,4277,79,4356,4461,79,4540,91,91,93,130,39,31
dev_0217,7,1,4758,168,4926,4582,83,4665,4758,83,4841,85,85,91,124,39,31
dev_0217,8,1,5419,196,5615,5233,95,5328,5419,95,5514,101,101,85,151,50,42
dev_0217,9,1,6651,189,6840,6446,85,6531,6651,85,6736,104,104,101,146,42,34
dev_0217,10,1,7284,186,7470,7089,95,7184,7284,95,7379,91,91,104,130,39,31
dev_0220,1,1,1384,147,1531,1281,44,1325,1384,44,1428,103,103,0,137,34,26
dev_0220,2,1,1975,162,2137,1762,52,1814,1975,52,2027,110,110,103,152,42,34
dev_0220,3,1,3017,174,3191,2815,82,2897,3017,82,3099,92,92,110,127,35,27
dev_0220,4,1,3933,182,4115,3741,82,3823,3933,82,4015,100,100,92,134,34,26
dev_0220,5,1,4590,192,4782,4389,91,4480,4590,91,4681,101,101,100,138,37,29
dev_0220,6,1,5257,200,5457,5049,93,5142,5257,93,5350,107,107,101,143,36,28
dev_0220,7,1,5632,204,5836,5420,99,5519,5632,99,5731,105,105,107,153,48,40
dev_0220,8,1,6115,194,6309,5900,84,5984,6115,84,6199,110,110,105,142,32,24
dev_0227,1,1,1337,166,1503,1248,77,1325,1337,77,1414,89,89,0,110,21,13
dev_0227,2,1,1920,177,2097,1753,99,1852,1920,99,2019,78,78,89,102,24,16
dev_0227,3,1,2875,161,3036,2708,72,2780,2875,72,2947,89,89,78,119,30,22
dev_0227,4,1,3655,173,3828,3471,78,3549,3655,78,3733,95,95,89,124,29,21
dev_0227,5,1,4473,177,4650,4280,79,4359,4473,79,4552,98,98,95,131,33,25
dev_0227,6,1,5469,150,5619,5293,72,5365,5469,72,5541,78,78,98,108,30,22
dev_0238,1,1,1028,105,1133,963,40,1003,1028,40,1068,65,65,0,95,30,22
dev_0238,2,1,1694,107,1801,1555,33,1588,1694,33,1727,74,74,65,97,23,15
dev_0238,3,1,2250,113,2363,2096,33,2129,2250,33,2283,80,80,74,103,23,15
dev_0238,4,1,2864,119,2983,2708,43,2751,2864,43,2907,76,76,80,109,33,25
dev_0238,5,1,3560,121,3681,3403,40,3443,3560,40,3600,81,81,76,111,30,22
dev_0238,6,1,4485,126,4611,4318,40,4358,4485,40,4525,86,86,81,116,30,22
dev_0238,7,1,5300,122,5422,5132,40,5172,5300,40,5340,82,82,86,112,30,22
dev_0223,1,1,1244,174,1418,1164,94,1258,1244,94,1338,80,80,0,111,31,23
dev_0223,2,1,1556,131,1687,1393,48,1441,1556,48,1604,83,83,80,121,38,30
dev_0223,3,1,1964,166,2130,1808,93,1901,1964,93,2057,73,73,83,111,38,30
dev_0223,4,1,2654,181,2835,2484,84,2568,2654,84,2738,97,97,73,131,34,26
dev_0223,5,1,3511,172,3683,3320,78,3398,3511,78,3589,94,94,97,126,32,24
dev_0223,6,1,4511,198,4709,4304,85,4389,4511,85,4596,113,113,94,151,38,30
dev_0223,7,1,5080,190,5270,4859,82,4941,5080,82,5162,108,108,113,141,33,25
dev_0223,8,1,5650,191,5841,5425,74,5499,5650,74,5724,117,117,108,153,36,28
dev_0233,1,1,1505,149,1654,1433,77,1510,1505,77,1582,72,72,0,100,28,20
dev_0233,2,1,2216,156,2372,2069,81,2150,2216,81,2297,75,75,72,104,29,21
dev_0233,3,1,3109,146,3255,2950,62,3012,3109,62,3171,84,84,75,109,25,17
dev_0233,4,1,3841,169,4010,3669,81,3750,3841,81,3922,88,88,84,114,26,18
dev_0233,5,1,4568,179,4747,4385,84,4469,4568,84,4652,95,95,88,122,27,19
dev_0233,6,1,5054,153,5207,4874,68,4942,5054,68,5122,85,85,95,114,29,21
dev_0219,1,1,1387,156,1543,1281,50,1331,1387,50,1437,106,106,0,146,40,32
dev_0219,2,1,2548,187,2735,2348,93,2441,2548,93,2641,94,94,106,136,42,34
dev_0219,3,1,3175,191,3366,2986,96,3082,3175,96,3271,95,95,94,139,44,36
dev_0219,4,1,3436,166,3602,3269,94,3363,3436,94,3530,72,72,95,105,33,25
dev_0219,5,1,4900,172,5072,4742,86,4828,4900,86,4986,86,86,72,119,33,25
dev_0219,6,1,5634,174,5808,5455,81,5536,5634,81,5715,93,93,86,131,38,30
dev_0219,7,1,6168,203,6371,5974,102,6076,6168,102,6270,101,101,93,147,46,38
dev_0219,8,1,6892,171,7063,6708,88,6796,6892,88,6980,83,83,101,125,42,34
dev_0219,9,1,7531,196,7727,7349,97,7446,7531,97,7628,99,99,83,138,39,31
dev_0219,10,1,8239,184,8423,8044,88,8132,8239,88,8327,96,96,99,133,37,29
dev_0231,1,1,1373,136,1509,1276,39,1315,1373,39,1412,97,97,0,126,29,21
dev_0231,2,1,2566,184,2750,2368,83,2451,2566,83,2649,101,101,97,136,35,27
dev_0231,3,1,3657,170,3827,3466,80,3546,3657,80,3737,90,90,101,119,29,21
dev_0231,4,1,4219,175,4394,4038,84,4122,4219,84,4303,91,91,90,122,31,23
dev_0231,5,1,4560,174,4734,4388,93,4481,4560,93,4653,81,81,91,116,35,27
dev_0231,6,1,4978,189,5167,4799,91,4890,4978,91,5069,98,98,81,136,38,30
dev_0234,1,1,1370,164,1534,1288,82,1370,1370,82,1452,82,82,0,115,33,25
dev_0234,2,1,2050,137,2187,1878,47,1925,2050,47,2097,90,90,82,127,37,29
dev_0234,3,1,3290,143,3433,3105,48,3153,3290,48,3338,95,95,90,133,38,30
dev_0234,4,1,3985,186,4171,3793,89,3882,3985,89,4074,97,97,95,136,39,31
dev_0234,5,1,4714,142,4856,4524,49,4573,4714,49,4763,93,93,97,132,39,31
dev_0234,6,1,5397,190,5587,5212,98,5310,5397,98,5495,92,92,93,131,39,31
dev_0226,1,1,1138,178,1316,1054,94,1148,1138,94,1232,84,84,0,113,29,21
dev_0226,2,1,1962,194,2156,1776,92,1868,1962,92,2054,102,102,84,137,35,27
dev_0226,3,1,2519,163,2682,2325,71,2396,2519,71,2590,92,92,102,124,32,24
dev_0226,4,1,2875,196,3071,2680,93,2773,2875,93,2968,103,103,92,145,42,34
dev_0226,5,1,3392,178,3570,3195,84,3279,3392,84,3476,94,94,103,133,39,31
dev_0226,6,1,4243,192,4435,4035,78,4113,4243,78,4321,114,114,94,150,36,28
dev_0226,7,1,5063,188,5251,4842,81,4923,5063,81,5144,107,107,114,147,40,32
dev_0226,8,1,5760,167,5927,5566,80,5646,5760,80,5840,87,87,107,113,26,18
dev_0221,1,1,1438,115,1553,1360,37,1397,1438,37,1475,78,78,0,105,27,19
dev_0221,2,1,2447,194,2641,2281,106,2387,2447,106,2553,88,88,78,128,40,32
dev_0221,3,1,3035,183,3218,2858,94,2952,3035,94,3129,89,89,88,127,38,30
dev_0221,4,1,4005,172,4177,3835,91,3926,4005,91,4096,81,81,89,128,47,39
dev_0221,5,1,5238,218,5456,5043,104,5147,5238,104,5342,114,114,81,162,48,40
dev_0221,6,1,5772,178,5950,5566,86,5652,5772,86,5858,92,92,114,134,42,34
dev_0221,7,1,6424,173,6597,6245,86,6331,6424,86,6510,87,87,92,126,39,31
dev_0221,8,1,7587,185,7772,7402,87,7489,7587,87,7674,98,98,87,137,39,31
dev_0221,9,1,8186,170,8356,8012,94,8106,8186,94,8280,76,76,98,115,39,31
dev_0221,10,1,8370,166,8536,8222,94,8316,8370,94,8464,72,72,76,111,39,31
dev_0239,1,1,1102,143,1245,1006,47,1053,1102,47,1149,96,96,0,133,37,29
dev_0239,2,1,1810,161,1971,1604,51,1655,1810,51,1861,110,110,96,151,41,33
dev_0239,3,1,2858,174,3032,2654,80,2734,2858,80,2938,94,94,110,127,33,25
dev_0239,4,1,3405,204,3609,3200,93,3293,3405,93,3498,111,111,94,156,45,37
dev_0239,5,1,4080,184,4264,3867,82,3949,4080,82,4162,102,102,111,144,42,34
dev_0239,6,1,5003,202,5205,4801,102,4903,5003,102,5105,100,100,102,151,51,43
dev_0239,7,1,5694,171,5865,5484,61,5545,5694,61,5755,110,110,100,161,51,43
dev_0230,1,1,1300,135,1435,1207,42,1249,1300,42,1342,93,93,0,125,32,24
dev_0230,2,1,1984,157,2141,1817,83,1900,1984,83,2067,74,74,93,107,33,25
dev_0230,3,1,2457,152,2609,2277,46,2323,2457,46,2503,106,106,74,142,36,28
dev_0230,4,1,2737,179,2916,2533,81,2614,2737,81,2818,98,98,106,135,37,29
dev_0230,5,1,3316,194,3510,3123,99,3222,3316,99,3415,95,95,98,133,38,30
dev_0230,6,1,4040,162,4202,3872,89,3961,4040,89,4129,73,73,95,111,38,30
dev_0230,7,1,4878,175,5053,4715,85,4800,4878,85,4963,90,90,73,121,31,23
dev_0230,8,1,5833,191,6024,5639,87,5726,5833,87,5920,104,104,90,138,34,26
dev_0230,9,1,6820,197,7017,6606,87,6693,6820,87,6907,110,110,104,150,40,32
dev_0230,10,1,7563,195,7758,7353,95,7448,7563,95,7658,100,100,110,145,45,37
dev_0243,1,2,2264,264,2528,2051,122,2173,2264,122,2386,142,142,71,96,25,17
dev_0243,2,1,1782,174,1956,1623,86,1709,1782,86,1868,88,88,71,120,32,24
dev_0243,3,1,2662,189,2851,2473,88,2561,2662,88,2750,101,101,88,136,35,27
dev_0243,4,1,3617,192,3809,3414,90,3504,3617,90,3707,102,102,101,139,37,29
dev_0243,5,1,4492,197,4689,4287,94,4381,4492,94,4586,103,103,102,141,38,30
dev_0243,6,1,4966,171,5137,4767,75,4842,4966,75,5041,96,96,103,123,27,19
dev_0243,7,1,5679,183,5862,5479,79,5558,5679,79,5758,104,104,96,132,28,20
dev_0236,1,1,1106,137,1243,1013,44,1057,1106,44,1150,93,93,0,127,34,26
dev_0236,2,3,5322,534,5856,4611,274,4885,5322,274,5596,260,260,451,109,21,13
dev_0236,3,1,2662,171,2833,2487,84,2571,2662,84,2746,87,87,88,119,32,24
dev_0236,4,1,3382,165,3547,3213,83,3296,3382,83,3465,82,82,87,121,39,31
dev_0236,5,1,4143,172,4315,3976,87,4063,4143,87,4230,85,85,82,124,39,31
dev_0236,6,1,4875,172,5047,4706,88,4794,4875,88,4963,84,84,85,123,39,31
dev_0236,7,1,5239,167,5406,5077,89,5166,5239,89,5328,78,78,84,110,32,24
dev_0236,8,1,5888,177,6065,5733,100,5833,5888,100,5988,77,77,78,114,37,29
dev_0240,1,1,1460,137,1597,1360,37,1397,1460,37,1497,100,100,0,127,27,19
dev_0240,2,1,2038,175,2213,1842,79,1921,2038,79,2117,96,96,100,127,31,23
dev_0240,3,1,3323,186,3509,3145,104,3249,3323,104,3427,82,82,96,120,38,30
dev_0240,4,1,4283,186,4469,4107,92,4199,4283,92,4375,94,94,82,133,39,31
dev_0240,5,1,4515,186,4701,4323,88,4411,4515,88,4603,98,98,94,138,40,32
dev_0240,6,1,5069,204,5273,4849,82,4931,5069,82,5151,122,122,98,157,35,27
dev_0240,7,1,5677,174,5851,5427,46,5473,5677,46,5723,128,128,122,164,36,28
dev_0240,8,1,6744,194,6938,6510,88,6598,6744,88,6832,106,106,128,140,34,26
dev_0240,9,1,7491,192,7683,7286,93,7379,7491,93,7584,99,99,106,139,40,32
dev_0241,1,1,787,102,889,717,32,749,787,32,819,70,70,0,92,22,14
dev_0241,2,1,2212,140,2352,2046,44,2090,2212,44,2256,96,96,70,130,34,26
dev_0241,3,1,2652,144,2796,2458,46,2504,2652,46,2698,98,98,96,134,36,28
dev_0241,4,1,3360,154,3514,3152,44,3196,3360,44,3404,110,110,98,144,34,26
dev_0241,5,1,3668,181,3849,3471,94,3565,3668,94,3762,87,87,110,120,33,25
dev_0241,6,1,4427,133,4560,4253,46,4299,4427,46,4473,87,87,87,123,36,28
dev_0241,7,1,4579,166,4745,4405,79,4484,4579,79,4658,87,87,87,120,33,25
dev_0241,8,1,5418,190,5608,5238,97,5335,5418,97,5515,93,93,87,132,39,31
dev_0241,9,1,6120,184,6304,5925,82,6007,6120,82,6202,102,102,93,138,36,28
dev_0241,10,1,7529,189,7718,7324,86,7410,7529,86,7615,103,103,102,139,36,28
dev_0255,1,1,1570,200,1770,1469,99,1568,1570,99,1669,101,101,0,143,42,34
dev_0255,2,1,2408,213,2621,2207,113,2320,2408,113,2521,100,100,101,139,39,31
dev_0255,3,1,2750,185,2935,2556,91,2647,2750,91,2841,94,94,100,133,39,31
dev_0255,4,1,3138,193,3331,2944,93,3037,3138,93,3231,100,100,94,139,39,31
dev_0255,5,1,3437,185,3622,3238,86,3324,3437,86,3523,99,99,100,136,37,29
dev_0247,1,1,936,105,1041,868,37,905,936,37,973,68,68,0,95,27,19
dev_0247,2,1,1621,124,1745,1471,42,1513,1621,42,1663,82,82,68,114,32,24
dev_0247,3,1,2083,113,2196,1928,40,1968,2083,40,2123,73,73,82,103,30,22
dev_0247,4,1,2778,175,2953,2631,101,2732,2778,101,2879,74,74,73,105,31,23
dev_0247,5,1,3322,145,3467,3158,55,3213,3322,55,3377,90,90,74,135,45,37
dev_0247,6,1,3620,177,3797,3445,92,3537,3620,92,3712,85,85,90,125,40,32
dev_0247,7,1,4200,148,4348,4043,76,4119,4200,76,4276,72,72,85,109,37,29
dev_0247,8,1,4591,166,4757,4428,75,4503,4591,75,4666,91,91,72,130,39,31
dev_0247,9,1,5268,132,5400,5094,49,5143,5268,49,5317,83,83,91,122,39,31
dev_0242,1,1,813,114,927,737,38,775,813,38,851,76,76,0,104,28,20
dev_0242,2,1,2472,172,2644,2304,80,2384,2472,80,2552,92,92,76,122,30,22
